name,registeredUsers,year,quarter,state
744301,488,2019,1,andaman-&-nicobar-islands
south andaman,18621,2019,2,andaman-&-nicobar-islands
north and middle andaman,2417,2019,2,andaman-&-nicobar-islands
nicobars,693,2019,2,andaman-&-nicobar-islands
744103,4748,2019,2,andaman-&-nicobar-islands
744101,3631,2019,2,andaman-&-nicobar-islands
744105,3547,2019,2,andaman-&-nicobar-islands
744102,3008,2019,2,andaman-&-nicobar-islands
744202,885,2019,2,andaman-&-nicobar-islands
744104,878,2019,2,andaman-&-nicobar-islands
744107,787,2019,2,andaman-&-nicobar-islands
744112,672,2019,2,andaman-&-nicobar-islands
744211,633,2019,2,andaman-&-nicobar-islands
744301,534,2019,2,andaman-&-nicobar-islands
south andaman,20518,2019,3,andaman-&-nicobar-islands
north and middle andaman,2662,2019,3,andaman-&-nicobar-islands
nicobars,751,2019,3,andaman-&-nicobar-islands
744103,5218,2019,3,andaman-&-nicobar-islands
744101,4026,2019,3,andaman-&-nicobar-islands
744105,3920,2019,3,andaman-&-nicobar-islands
744102,3250,2019,3,andaman-&-nicobar-islands
744202,982,2019,3,andaman-&-nicobar-islands
744104,975,2019,3,andaman-&-nicobar-islands
744107,885,2019,3,andaman-&-nicobar-islands
744112,765,2019,3,andaman-&-nicobar-islands
744211,701,2019,3,andaman-&-nicobar-islands
744301,575,2019,3,andaman-&-nicobar-islands
south andaman,22202,2019,4,andaman-&-nicobar-islands
north and middle andaman,2955,2019,4,andaman-&-nicobar-islands
nicobars,803,2019,4,andaman-&-nicobar-islands
744103,5637,2019,4,andaman-&-nicobar-islands
744101,4321,2019,4,andaman-&-nicobar-islands
744105,4277,2019,4,andaman-&-nicobar-islands
744102,3485,2019,4,andaman-&-nicobar-islands
744202,1087,2019,4,andaman-&-nicobar-islands
744104,1062,2019,4,andaman-&-nicobar-islands
744107,953,2019,4,andaman-&-nicobar-islands
744112,812,2019,4,andaman-&-nicobar-islands
744211,783,2019,4,andaman-&-nicobar-islands
744301,611,2019,4,andaman-&-nicobar-islands
south andaman,24174,2020,1,andaman-&-nicobar-islands
north and middle andaman,3315,2020,1,andaman-&-nicobar-islands
nicobars,879,2020,1,andaman-&-nicobar-islands
744103,6108,2020,1,andaman-&-nicobar-islands
744101,4689,2020,1,andaman-&-nicobar-islands
744105,4684,2020,1,andaman-&-nicobar-islands
744102,3727,2020,1,andaman-&-nicobar-islands
744202,1216,2020,1,andaman-&-nicobar-islands
744104,1154,2020,1,andaman-&-nicobar-islands
744107,1062,2020,1,andaman-&-nicobar-islands
744112,889,2020,1,andaman-&-nicobar-islands
744211,886,2020,1,andaman-&-nicobar-islands
744301,669,2020,1,andaman-&-nicobar-islands
south andaman,27626,2020,2,andaman-&-nicobar-islands
north and middle andaman,4100,2020,2,andaman-&-nicobar-islands
nicobars,984,2020,2,andaman-&-nicobar-islands
744103,6804,2020,2,andaman-&-nicobar-islands
744105,5479,2020,2,andaman-&-nicobar-islands
744101,5365,2020,2,andaman-&-nicobar-islands
744102,4066,2020,2,andaman-&-nicobar-islands
744202,1475,2020,2,andaman-&-nicobar-islands
744104,1333,2020,2,andaman-&-nicobar-islands
744107,1252,2020,2,andaman-&-nicobar-islands
744112,1039,2020,2,andaman-&-nicobar-islands
744211,1036,2020,2,andaman-&-nicobar-islands
744205,806,2020,2,andaman-&-nicobar-islands
south andaman,34833,2020,3,andaman-&-nicobar-islands
north and middle andaman,5355,2020,3,andaman-&-nicobar-islands
nicobars,1147,2020,3,andaman-&-nicobar-islands
744103,8318,2020,3,andaman-&-nicobar-islands
744105,7007,2020,3,andaman-&-nicobar-islands
744101,6881,2020,3,andaman-&-nicobar-islands
744102,4919,2020,3,andaman-&-nicobar-islands
744202,1965,2020,3,andaman-&-nicobar-islands
744104,1718,2020,3,andaman-&-nicobar-islands
744107,1710,2020,3,andaman-&-nicobar-islands
744112,1372,2020,3,andaman-&-nicobar-islands
744211,1279,2020,3,andaman-&-nicobar-islands
744205,1008,2020,3,andaman-&-nicobar-islands
south andaman,43908,2020,4,andaman-&-nicobar-islands
north and middle andaman,7076,2020,4,andaman-&-nicobar-islands
nicobars,1412,2020,4,andaman-&-nicobar-islands
744103,10408,2020,4,andaman-&-nicobar-islands
744105,8962,2020,4,andaman-&-nicobar-islands
744101,8593,2020,4,andaman-&-nicobar-islands
744102,5882,2020,4,andaman-&-nicobar-islands
744202,2711,2020,4,andaman-&-nicobar-islands
744107,2346,2020,4,andaman-&-nicobar-islands
744104,2167,2020,4,andaman-&-nicobar-islands
744112,1761,2020,4,andaman-&-nicobar-islands
744211,1579,2020,4,andaman-&-nicobar-islands
744205,1346,2020,4,andaman-&-nicobar-islands
south andaman,48352,2021,1,andaman-&-nicobar-islands
north and middle andaman,7833,2021,1,andaman-&-nicobar-islands
nicobars,1573,2021,1,andaman-&-nicobar-islands
744103,11416,2021,1,andaman-&-nicobar-islands
744105,9934,2021,1,andaman-&-nicobar-islands
744101,9457,2021,1,andaman-&-nicobar-islands
744102,6395,2021,1,andaman-&-nicobar-islands
744202,3005,2021,1,andaman-&-nicobar-islands
744107,2586,2021,1,andaman-&-nicobar-islands
744104,2383,2021,1,andaman-&-nicobar-islands
744112,1940,2021,1,andaman-&-nicobar-islands
744211,1774,2021,1,andaman-&-nicobar-islands
744205,1505,2021,1,andaman-&-nicobar-islands
south andaman,51903,2021,2,andaman-&-nicobar-islands
north and middle andaman,8493,2021,2,andaman-&-nicobar-islands
nicobars,1699,2021,2,andaman-&-nicobar-islands
744103,12268,2021,2,andaman-&-nicobar-islands
744105,10668,2021,2,andaman-&-nicobar-islands
744101,10120,2021,2,andaman-&-nicobar-islands
744102,6837,2021,2,andaman-&-nicobar-islands
744202,3261,2021,2,andaman-&-nicobar-islands
744107,2783,2021,2,andaman-&-nicobar-islands
744104,2573,2021,2,andaman-&-nicobar-islands
744112,2083,2021,2,andaman-&-nicobar-islands
744211,1904,2021,2,andaman-&-nicobar-islands
744205,1626,2021,2,andaman-&-nicobar-islands
south andaman,55873,2021,3,andaman-&-nicobar-islands
north and middle andaman,9263,2021,3,andaman-&-nicobar-islands
nicobars,1846,2021,3,andaman-&-nicobar-islands
744103,13198,2021,3,andaman-&-nicobar-islands
744105,11480,2021,3,andaman-&-nicobar-islands
744101,10866,2021,3,andaman-&-nicobar-islands
744102,7313,2021,3,andaman-&-nicobar-islands
744202,3543,2021,3,andaman-&-nicobar-islands
744107,3027,2021,3,andaman-&-nicobar-islands
744104,2777,2021,3,andaman-&-nicobar-islands
744112,2250,2021,3,andaman-&-nicobar-islands
744211,2055,2021,3,andaman-&-nicobar-islands
744205,1771,2021,3,andaman-&-nicobar-islands
south andaman,59807,2021,4,andaman-&-nicobar-islands
north and middle andaman,10002,2021,4,andaman-&-nicobar-islands
nicobars,1971,2021,4,andaman-&-nicobar-islands
744103,14127,2021,4,andaman-&-nicobar-islands
744105,12300,2021,4,andaman-&-nicobar-islands
744101,11623,2021,4,andaman-&-nicobar-islands
744102,7813,2021,4,andaman-&-nicobar-islands
744202,3815,2021,4,andaman-&-nicobar-islands
744107,3247,2021,4,andaman-&-nicobar-islands
744104,2962,2021,4,andaman-&-nicobar-islands
744112,2411,2021,4,andaman-&-nicobar-islands
744211,2200,2021,4,andaman-&-nicobar-islands
744205,1902,2021,4,andaman-&-nicobar-islands
visakhapatnam,497187,2018,1,andhra-pradesh
east godavari,350356,2018,1,andhra-pradesh
krishna,323673,2018,1,andhra-pradesh
guntur,317065,2018,1,andhra-pradesh
chittoor,309541,2018,1,andhra-pradesh
anantapur,241192,2018,1,andhra-pradesh
kurnool,240133,2018,1,andhra-pradesh
west godavari,213335,2018,1,andhra-pradesh
spsr nellore,194475,2018,1,andhra-pradesh
prakasam,189949,2018,1,andhra-pradesh
517501,39884,2018,1,andhra-pradesh
530016,34201,2018,1,andhra-pradesh
517507,34111,2018,1,andhra-pradesh
515001,31964,2018,1,andhra-pradesh
516001,29078,2018,1,andhra-pradesh
518002,29043,2018,1,andhra-pradesh
530026,26889,2018,1,andhra-pradesh
516360,26187,2018,1,andhra-pradesh
520010,24397,2018,1,andhra-pradesh
524002,23439,2018,1,andhra-pradesh
visakhapatnam,636052,2018,2,andhra-pradesh
east godavari,454398,2018,2,andhra-pradesh
krishna,431965,2018,2,andhra-pradesh
guntur,420326,2018,2,andhra-pradesh
chittoor,414306,2018,2,andhra-pradesh
anantapur,326383,2018,2,andhra-pradesh
kurnool,319313,2018,2,andhra-pradesh
west godavari,282393,2018,2,andhra-pradesh
spsr nellore,261049,2018,2,andhra-pradesh
prakasam,253458,2018,2,andhra-pradesh
517501,53468,2018,2,andhra-pradesh
517507,45241,2018,2,andhra-pradesh
530016,43386,2018,2,andhra-pradesh
515001,42466,2018,2,andhra-pradesh
516001,38402,2018,2,andhra-pradesh
518002,37593,2018,2,andhra-pradesh
516360,34544,2018,2,andhra-pradesh
530026,34126,2018,2,andhra-pradesh
520010,31871,2018,2,andhra-pradesh
524002,31134,2018,2,andhra-pradesh
visakhapatnam,769096,2018,3,andhra-pradesh
east godavari,558982,2018,3,andhra-pradesh
krishna,537086,2018,3,andhra-pradesh
guntur,518931,2018,3,andhra-pradesh
chittoor,515727,2018,3,andhra-pradesh
anantapur,405855,2018,3,andhra-pradesh
kurnool,394311,2018,3,andhra-pradesh
west godavari,349782,2018,3,andhra-pradesh
spsr nellore,322446,2018,3,andhra-pradesh
prakasam,314899,2018,3,andhra-pradesh
517501,65157,2018,3,andhra-pradesh
517507,54849,2018,3,andhra-pradesh
530016,52259,2018,3,andhra-pradesh
515001,51449,2018,3,andhra-pradesh
516001,46691,2018,3,andhra-pradesh
518002,45145,2018,3,andhra-pradesh
516360,41963,2018,3,andhra-pradesh
530026,40580,2018,3,andhra-pradesh
520010,38918,2018,3,andhra-pradesh
524002,37559,2018,3,andhra-pradesh
visakhapatnam,978288,2018,4,andhra-pradesh
east godavari,694455,2018,4,andhra-pradesh
krishna,682479,2018,4,andhra-pradesh
chittoor,665280,2018,4,andhra-pradesh
guntur,659552,2018,4,andhra-pradesh
anantapur,510892,2018,4,andhra-pradesh
kurnool,498582,2018,4,andhra-pradesh
west godavari,435668,2018,4,andhra-pradesh
spsr nellore,407495,2018,4,andhra-pradesh
prakasam,394962,2018,4,andhra-pradesh
517501,82873,2018,4,andhra-pradesh
517507,70421,2018,4,andhra-pradesh
530016,65549,2018,4,andhra-pradesh
515001,63576,2018,4,andhra-pradesh
516001,58028,2018,4,andhra-pradesh
518002,55735,2018,4,andhra-pradesh
516360,52058,2018,4,andhra-pradesh
530026,51900,2018,4,andhra-pradesh
520010,48991,2018,4,andhra-pradesh
524002,46616,2018,4,andhra-pradesh
visakhapatnam,1174517,2019,1,andhra-pradesh
east godavari,839277,2019,1,andhra-pradesh
krishna,833694,2019,1,andhra-pradesh
chittoor,812314,2019,1,andhra-pradesh
guntur,802394,2019,1,andhra-pradesh
anantapur,612162,2019,1,andhra-pradesh
kurnool,599422,2019,1,andhra-pradesh
west godavari,523372,2019,1,andhra-pradesh
spsr nellore,491908,2019,1,andhra-pradesh
prakasam,474260,2019,1,andhra-pradesh
517501,100561,2019,1,andhra-pradesh
517507,85980,2019,1,andhra-pradesh
530016,77790,2019,1,andhra-pradesh
515001,75171,2019,1,andhra-pradesh
516001,68514,2019,1,andhra-pradesh
518002,66689,2019,1,andhra-pradesh
530026,61623,2019,1,andhra-pradesh
516360,60798,2019,1,andhra-pradesh
520010,59055,2019,1,andhra-pradesh
524002,55931,2019,1,andhra-pradesh
visakhapatnam,1318740,2019,2,andhra-pradesh
krishna,952300,2019,2,andhra-pradesh
east godavari,945181,2019,2,andhra-pradesh
chittoor,925491,2019,2,andhra-pradesh
guntur,915256,2019,2,andhra-pradesh
anantapur,695114,2019,2,andhra-pradesh
kurnool,680118,2019,2,andhra-pradesh
west godavari,592185,2019,2,andhra-pradesh
spsr nellore,558303,2019,2,andhra-pradesh
prakasam,539462,2019,2,andhra-pradesh
517501,113033,2019,2,andhra-pradesh
517507,97534,2019,2,andhra-pradesh
530016,87556,2019,2,andhra-pradesh
515001,84157,2019,2,andhra-pradesh
516001,76617,2019,2,andhra-pradesh
518002,75952,2019,2,andhra-pradesh
530026,68283,2019,2,andhra-pradesh
516360,66885,2019,2,andhra-pradesh
520010,66082,2019,2,andhra-pradesh
524002,62933,2019,2,andhra-pradesh
visakhapatnam,1460464,2019,3,andhra-pradesh
krishna,1066546,2019,3,andhra-pradesh
east godavari,1057167,2019,3,andhra-pradesh
chittoor,1032733,2019,3,andhra-pradesh
guntur,1026418,2019,3,andhra-pradesh
anantapur,773656,2019,3,andhra-pradesh
kurnool,755024,2019,3,andhra-pradesh
west godavari,662102,2019,3,andhra-pradesh
spsr nellore,619592,2019,3,andhra-pradesh
prakasam,598568,2019,3,andhra-pradesh
517501,124727,2019,3,andhra-pradesh
517507,108199,2019,3,andhra-pradesh
530016,97323,2019,3,andhra-pradesh
515001,93191,2019,3,andhra-pradesh
518002,84918,2019,3,andhra-pradesh
516001,84693,2019,3,andhra-pradesh
530026,74501,2019,3,andhra-pradesh
516360,73267,2019,3,andhra-pradesh
520010,72722,2019,3,andhra-pradesh
524002,69783,2019,3,andhra-pradesh
visakhapatnam,1620235,2019,4,andhra-pradesh
krishna,1199971,2019,4,andhra-pradesh
east godavari,1195228,2019,4,andhra-pradesh
guntur,1158708,2019,4,andhra-pradesh
chittoor,1156351,2019,4,andhra-pradesh
anantapur,873033,2019,4,andhra-pradesh
kurnool,846885,2019,4,andhra-pradesh
west godavari,750078,2019,4,andhra-pradesh
spsr nellore,697154,2019,4,andhra-pradesh
prakasam,673522,2019,4,andhra-pradesh
517501,136436,2019,4,andhra-pradesh
517507,119146,2019,4,andhra-pradesh
530016,106404,2019,4,andhra-pradesh
515001,102848,2019,4,andhra-pradesh
516001,94209,2019,4,andhra-pradesh
518002,94193,2019,4,andhra-pradesh
516360,81619,2019,4,andhra-pradesh
530026,81191,2019,4,andhra-pradesh
520010,79453,2019,4,andhra-pradesh
524002,77681,2019,4,andhra-pradesh
visakhapatnam,1763581,2020,1,andhra-pradesh
krishna,1331602,2020,1,andhra-pradesh
east godavari,1329664,2020,1,andhra-pradesh
guntur,1289678,2020,1,andhra-pradesh
chittoor,1270907,2020,1,andhra-pradesh
anantapur,971850,2020,1,andhra-pradesh
kurnool,936293,2020,1,andhra-pradesh
west godavari,843835,2020,1,andhra-pradesh
spsr nellore,775440,2020,1,andhra-pradesh
prakasam,748655,2020,1,andhra-pradesh
517501,146823,2020,1,andhra-pradesh
517507,129214,2020,1,andhra-pradesh
530016,114042,2020,1,andhra-pradesh
515001,111359,2020,1,andhra-pradesh
518002,102905,2020,1,andhra-pradesh
516001,102893,2020,1,andhra-pradesh
516360,89774,2020,1,andhra-pradesh
530026,87449,2020,1,andhra-pradesh
524002,85878,2020,1,andhra-pradesh
520010,85779,2020,1,andhra-pradesh
visakhapatnam,1904719,2020,2,andhra-pradesh
east godavari,1459116,2020,2,andhra-pradesh
krishna,1459041,2020,2,andhra-pradesh
guntur,1426271,2020,2,andhra-pradesh
chittoor,1385916,2020,2,andhra-pradesh
anantapur,1076953,2020,2,andhra-pradesh
kurnool,1035093,2020,2,andhra-pradesh
west godavari,944829,2020,2,andhra-pradesh
spsr nellore,854459,2020,2,andhra-pradesh
prakasam,830709,2020,2,andhra-pradesh
517501,156221,2020,2,andhra-pradesh
517507,138735,2020,2,andhra-pradesh
530016,120621,2020,2,andhra-pradesh
515001,119223,2020,2,andhra-pradesh
518002,112673,2020,2,andhra-pradesh
516001,111898,2020,2,andhra-pradesh
516360,98803,2020,2,andhra-pradesh
524002,93834,2020,2,andhra-pradesh
530026,93224,2020,2,andhra-pradesh
520010,91299,2020,2,andhra-pradesh
visakhapatnam,2058346,2020,3,andhra-pradesh
east godavari,1601940,2020,3,andhra-pradesh
krishna,1599289,2020,3,andhra-pradesh
guntur,1567595,2020,3,andhra-pradesh
chittoor,1506503,2020,3,andhra-pradesh
anantapur,1186851,2020,3,andhra-pradesh
kurnool,1132240,2020,3,andhra-pradesh
west godavari,1053674,2020,3,andhra-pradesh
spsr nellore,937176,2020,3,andhra-pradesh
prakasam,915240,2020,3,andhra-pradesh
517501,166768,2020,3,andhra-pradesh
517507,149001,2020,3,andhra-pradesh
515001,128227,2020,3,andhra-pradesh
530016,128059,2020,3,andhra-pradesh
518002,121529,2020,3,andhra-pradesh
516001,120997,2020,3,andhra-pradesh
516360,108073,2020,3,andhra-pradesh
524002,102103,2020,3,andhra-pradesh
530026,99754,2020,3,andhra-pradesh
520010,97752,2020,3,andhra-pradesh
visakhapatnam,2209658,2020,4,andhra-pradesh
east godavari,1746280,2020,4,andhra-pradesh
krishna,1744028,2020,4,andhra-pradesh
guntur,1712940,2020,4,andhra-pradesh
chittoor,1631331,2020,4,andhra-pradesh
anantapur,1295872,2020,4,andhra-pradesh
kurnool,1230466,2020,4,andhra-pradesh
west godavari,1163179,2020,4,andhra-pradesh
spsr nellore,1022944,2020,4,andhra-pradesh
prakasam,999462,2020,4,andhra-pradesh
517501,178328,2020,4,andhra-pradesh
517507,160062,2020,4,andhra-pradesh
515001,137945,2020,4,andhra-pradesh
530016,136049,2020,4,andhra-pradesh
518002,130871,2020,4,andhra-pradesh
516001,130500,2020,4,andhra-pradesh
516360,117397,2020,4,andhra-pradesh
524002,110746,2020,4,andhra-pradesh
530026,106320,2020,4,andhra-pradesh
520010,104956,2020,4,andhra-pradesh
visakhapatnam,2368081,2021,1,andhra-pradesh
east godavari,1878769,2021,1,andhra-pradesh
krishna,1876458,2021,1,andhra-pradesh
guntur,1843237,2021,1,andhra-pradesh
chittoor,1751420,2021,1,andhra-pradesh
anantapur,1394849,2021,1,andhra-pradesh
kurnool,1323411,2021,1,andhra-pradesh
west godavari,1254117,2021,1,andhra-pradesh
spsr nellore,1100541,2021,1,andhra-pradesh
prakasam,1075936,2021,1,andhra-pradesh
517501,190712,2021,1,andhra-pradesh
517507,171417,2021,1,andhra-pradesh
515001,147941,2021,1,andhra-pradesh
530016,145206,2021,1,andhra-pradesh
518002,140153,2021,1,andhra-pradesh
516001,139840,2021,1,andhra-pradesh
516360,126260,2021,1,andhra-pradesh
524002,118730,2021,1,andhra-pradesh
530026,113581,2021,1,andhra-pradesh
520010,112324,2021,1,andhra-pradesh
visakhapatnam,2526830,2021,2,andhra-pradesh
east godavari,2006272,2021,2,andhra-pradesh
krishna,2002662,2021,2,andhra-pradesh
guntur,1968681,2021,2,andhra-pradesh
chittoor,1870723,2021,2,andhra-pradesh
anantapur,1492738,2021,2,andhra-pradesh
kurnool,1415585,2021,2,andhra-pradesh
west godavari,1339377,2021,2,andhra-pradesh
spsr nellore,1176334,2021,2,andhra-pradesh
prakasam,1151232,2021,2,andhra-pradesh
517501,203005,2021,2,andhra-pradesh
517507,182425,2021,2,andhra-pradesh
515001,157649,2021,2,andhra-pradesh
530016,154509,2021,2,andhra-pradesh
518002,149368,2021,2,andhra-pradesh
516001,148851,2021,2,andhra-pradesh
516360,134622,2021,2,andhra-pradesh
524002,126459,2021,2,andhra-pradesh
530026,120973,2021,2,andhra-pradesh
520010,119561,2021,2,andhra-pradesh
visakhapatnam,2707931,2021,3,andhra-pradesh
east godavari,2150622,2021,3,andhra-pradesh
krishna,2145423,2021,3,andhra-pradesh
guntur,2110878,2021,3,andhra-pradesh
chittoor,2007011,2021,3,andhra-pradesh
anantapur,1606735,2021,3,andhra-pradesh
kurnool,1522196,2021,3,andhra-pradesh
west godavari,1436576,2021,3,andhra-pradesh
spsr nellore,1263550,2021,3,andhra-pradesh
prakasam,1239147,2021,3,andhra-pradesh
517501,216777,2021,3,andhra-pradesh
517507,194860,2021,3,andhra-pradesh
515001,168654,2021,3,andhra-pradesh
530016,164812,2021,3,andhra-pradesh
518002,159802,2021,3,andhra-pradesh
516001,158891,2021,3,andhra-pradesh
516360,144068,2021,3,andhra-pradesh
524002,135136,2021,3,andhra-pradesh
530026,129270,2021,3,andhra-pradesh
520010,127618,2021,3,andhra-pradesh
visakhapatnam,2888774,2021,4,andhra-pradesh
east godavari,2294347,2021,4,andhra-pradesh
krishna,2288148,2021,4,andhra-pradesh
guntur,2252443,2021,4,andhra-pradesh
chittoor,2141818,2021,4,andhra-pradesh
anantapur,1719437,2021,4,andhra-pradesh
kurnool,1628242,2021,4,andhra-pradesh
west godavari,1532898,2021,4,andhra-pradesh
spsr nellore,1349290,2021,4,andhra-pradesh
prakasam,1325728,2021,4,andhra-pradesh
517501,230688,2021,4,andhra-pradesh
517507,207174,2021,4,andhra-pradesh
515001,179763,2021,4,andhra-pradesh
530016,175300,2021,4,andhra-pradesh
518002,170267,2021,4,andhra-pradesh
516001,169158,2021,4,andhra-pradesh
516360,153381,2021,4,andhra-pradesh
524002,143764,2021,4,andhra-pradesh
530026,137812,2021,4,andhra-pradesh
520010,135719,2021,4,andhra-pradesh
papum pare,7649,2018,1,arunachal-pradesh
west kameng,2202,2018,1,arunachal-pradesh
east siang,1803,2018,1,arunachal-pradesh
tawang,1525,2018,1,arunachal-pradesh
changlang,1208,2018,1,arunachal-pradesh
lohit,1207,2018,1,arunachal-pradesh
west siang,846,2018,1,arunachal-pradesh
namsai,737,2018,1,arunachal-pradesh
lower dibang valley,601,2018,1,arunachal-pradesh
upper subansiri,572,2018,1,arunachal-pradesh
791110,2316,2018,1,arunachal-pradesh
791111,2203,2018,1,arunachal-pradesh
791113,1475,2018,1,arunachal-pradesh
791102,1471,2018,1,arunachal-pradesh
790104,1139,2018,1,arunachal-pradesh
791001,969,2018,1,arunachal-pradesh
791109,857,2018,1,arunachal-pradesh
792103,829,2018,1,arunachal-pradesh
792001,828,2018,1,arunachal-pradesh
790116,766,2018,1,arunachal-pradesh
papum pare,11418,2018,2,arunachal-pradesh
west kameng,3442,2018,2,arunachal-pradesh
east siang,2646,2018,2,arunachal-pradesh
tawang,2266,2018,2,arunachal-pradesh
changlang,2014,2018,2,arunachal-pradesh
lohit,1898,2018,2,arunachal-pradesh
namsai,1276,2018,2,arunachal-pradesh
west siang,1224,2018,2,arunachal-pradesh
lower dibang valley,893,2018,2,arunachal-pradesh
upper subansiri,883,2018,2,arunachal-pradesh
791110,3488,2018,2,arunachal-pradesh
791111,3272,2018,2,arunachal-pradesh
791113,2219,2018,2,arunachal-pradesh
791102,2212,2018,2,arunachal-pradesh
790104,1698,2018,2,arunachal-pradesh
792103,1457,2018,2,arunachal-pradesh
791001,1421,2018,2,arunachal-pradesh
792001,1315,2018,2,arunachal-pradesh
791109,1231,2018,2,arunachal-pradesh
790116,1213,2018,2,arunachal-pradesh
papum pare,16009,2018,3,arunachal-pradesh
west kameng,4765,2018,3,arunachal-pradesh
east siang,3590,2018,3,arunachal-pradesh
tawang,3112,2018,3,arunachal-pradesh
changlang,2889,2018,3,arunachal-pradesh
lohit,2612,2018,3,arunachal-pradesh
namsai,1862,2018,3,arunachal-pradesh
west siang,1652,2018,3,arunachal-pradesh
lower dibang valley,1286,2018,3,arunachal-pradesh
tirap,1226,2018,3,arunachal-pradesh
791110,4872,2018,3,arunachal-pradesh
791111,4610,2018,3,arunachal-pradesh
791113,3178,2018,3,arunachal-pradesh
791102,3077,2018,3,arunachal-pradesh
790104,2328,2018,3,arunachal-pradesh
792103,2067,2018,3,arunachal-pradesh
791001,1907,2018,3,arunachal-pradesh
792001,1819,2018,3,arunachal-pradesh
790116,1623,2018,3,arunachal-pradesh
791109,1612,2018,3,arunachal-pradesh
papum pare,21342,2018,4,arunachal-pradesh
west kameng,6492,2018,4,arunachal-pradesh
east siang,4813,2018,4,arunachal-pradesh
tawang,4085,2018,4,arunachal-pradesh
changlang,4036,2018,4,arunachal-pradesh
lohit,3588,2018,4,arunachal-pradesh
namsai,2495,2018,4,arunachal-pradesh
west siang,2117,2018,4,arunachal-pradesh
lower dibang valley,1827,2018,4,arunachal-pradesh
tirap,1684,2018,4,arunachal-pradesh
791110,6599,2018,4,arunachal-pradesh
791111,6225,2018,4,arunachal-pradesh
791113,4115,2018,4,arunachal-pradesh
791102,4109,2018,4,arunachal-pradesh
790104,3034,2018,4,arunachal-pradesh
792103,2741,2018,4,arunachal-pradesh
792001,2577,2018,4,arunachal-pradesh
791001,2444,2018,4,arunachal-pradesh
790116,2206,2018,4,arunachal-pradesh
791109,2071,2018,4,arunachal-pradesh
papum pare,26298,2019,1,arunachal-pradesh
west kameng,8115,2019,1,arunachal-pradesh
east siang,5899,2019,1,arunachal-pradesh
changlang,5210,2019,1,arunachal-pradesh
